id= 82429, freq= 5162550689792
id= 1479, freq= 20096151977984
id= 3299, freq= 39204461477888
id= 1071, freq= 115633404510208
id= 2428, freq= 39848706572288
id= 2089, freq= 22432614187008
id= 1980, freq= 212575111348224
id= 3778, freq= 296352743424
id= 3005, freq= 21474836480
id= 2112, freq= 25692494364672
id= 4556, freq= 156899450290176
id= 5150, freq= 4007204487168
id= 1216, freq= 11970073853952
id= 6455, freq= 118957709197312
id= 1691, freq= 37559489003520
id= 2773, freq= 39174396706816
id= 1709, freq= 12369505812480
id= 1683, freq= 64682207477760
id= 1363, freq= 30777735643136
id= 2412, freq= 214555091271680
id= 1202, freq= 748861907795968
id= 2022, freq= 12498354831360
id= 1005, freq= 53120155516928
id= 4225, freq= 125009318117376
id= 4778, freq= 42447161786368
id= 4715, freq= 11171209936896
id= 1915, freq= 105523051495424
id= 14560, freq= 32886564585472
id= 2645, freq= 85963770429440
id= 1923, freq= 90181428314112
id= 5094, freq= 68719476736
id= 1544, freq= 77309411328
id= 1408, freq= 266794778492928
id= 15263, freq= 66812511256576
id= 1833, freq= 757748195131392
id= 1009, freq= 564925638377472
id= 1247, freq= 663465073049600
id= 5260, freq= 72688026517504
id= 3832, freq= 64458869178368
id= 16285, freq= 124554051584
id= 2855, freq= 68719476736
id= 1390, freq= 1365799600128
id= 1194, freq= 621159645184000
id= 1169, freq= 595630359576576
id= 1266, freq= 724900285251584
id= 1992, freq= 202563542581248
id= 2412, freq= 338202904756224
id= 2604, freq= 345212291383296
id= 1622, freq= 266287972352
id= 3344, freq= 81604378624
id= 4355, freq= 171798691840
id= 1163, freq= 197568495616
id= 1324, freq= 38654705664
id= 2084, freq= 336596586987520
id= 1275, freq= 782839394074624
id= 2633, freq= 200119706189824
id= 1397, freq= 17179869184
id= 1642, freq= 77360950935552
id= 1110, freq= 360077173194752
id= 4315, freq= 128849018880
id= 10251, freq= 115964116992
id= 1389, freq= 25589415149568
id= 1010, freq= 71343701753856
id= 1017, freq= 822134049865728
id= 1389, freq= 822490532151296
id= 1041, freq= 649295975940096
id= 4381, freq= 17514876633088
id= 4744, freq= 63909113364480
id= 3112, freq= 163075613261824
id= 7003, freq= 7614977015808
id= 2870, freq= 696209903714304
id= 1608, freq= 774442733010944
id= 4333, freq= 9685151252480
id= 2790, freq= 81368155422720
id= 1495, freq= 85482734092288
id= 9161, freq= 15023795601408
id= 2425, freq= 62560493633536
id= 9302, freq= 2576980377600
id= 1930, freq= 164218074562560
id= 1042, freq= 105913893519360
id= 8632, freq= 94519345283072
id= 4503, freq= 218686849810432
id= 1898, freq= 16454019710976
id= 1198, freq= 653161446506496
id= 1389, freq= 2800318676992
id= 1017, freq= 109358457290752
id= 1783, freq= 257427454820352
id= 1527, freq= 286323994787840
id= 2911, freq= 412316860416
id= 2361, freq= 44753559224320
id= 4707, freq= 29824252903424
id= 1642, freq= 720266015539200
id= 1322, freq= 975095015145472
id= 1140, freq= 545276162998272
id= 1112, freq= 747199755452416
id= 2216, freq= 54958401519616
id= 2743, freq= 13700945674240
id= 13214, freq= 22677427322880
id= 1698, freq= 989873997611008
id= 1902, freq= 19623705575424
id= 1114, freq= 641513495199744
id= 1652, freq= 21032454848512
id= 1548, freq= 19726784790528
id= 1774, freq= 17020955394048
id= 5964, freq= 155988917223424
id= 3537, freq= 421349176639488
id= 1638, freq= 699847741014016
id= 7064, freq= 191439577284608
id= 1721, freq= 85293755531264
id= 1884, freq= 240518168576
id= 1879, freq= 115964116992
id= 1417, freq= 244813135872
id= 1434, freq= 88815628713984
id= 2909, freq= 81604378624
id= 1943, freq= 266287972352
id= 1764, freq= 450971566080
id= 3086, freq= 25769803776
id= 1055, freq= 109414291865600
id= 1139, freq= 672978425610240
id= 1330, freq= 628306470764544
id= 1893, freq= 3470333575168
id= 3738, freq= 194785356808192
id= 6484, freq= 25731149070336
id= 1525, freq= 21878563405824
id= 3048, freq= 190030828011520
id= 2426, freq= 255932806201344
id= 3102, freq= 109268262977536
id= 1874, freq= 72241349918720
id= 10891, freq= 58974195941376
id= 1628, freq= 275380418117632
id= 1360, freq= 87917980549120
id= 1700, freq= 413193033744384
id= 1209, freq= 7640746819584
id= 1875, freq= 425781582888960
id= 1069, freq= 1543594066313216
id= 3024, freq= 160606007066624
id= 1164, freq= 1267943065255936
id= 2019, freq= 162182260064256
id= 2111, freq= 270441205727232
id= 3114, freq= 271132695461888
id= 4546, freq= 6000069312512
id= 5417, freq= 43340514983936
id= 6584, freq= 150319560392704
id= 1425, freq= 12807592476672
id= 1187, freq= 369457381769216
id= 1073, freq= 21290152886272
id= 1165, freq= 790832328212480
id= 2150, freq= 115736483725312
id= 1079, freq= 1076254379868160
id= 1803, freq= 55795920142336
id= 5159, freq= 119971321479168
id= 3816, freq= 69350836928512
id= 3541, freq= 12773232738304
id= 10338, freq= 49065706389504
id= 4244, freq= 139874199928832
id= 1420, freq= 12408160518144
id= 8990, freq= 4986457030656
id= 1381, freq= 7619271983104
id= 3085, freq= 425154517663744
id= 3284, freq= 12360915877888
id= 1149, freq= 735487379636224
id= 1130, freq= 624166122291200
id= 4594, freq= 29304561860608
id= 3121, freq= 53695681134592
id= 1179, freq= 683303526989824
id= 2801, freq= 49568217563136
id= 6015, freq= 29905857282048
id= 3297, freq= 22411139350528
id= 1548, freq= 24743306592256
id= 3163, freq= 266541375422464
id= 6334, freq= 14834817040384
id= 5991, freq= 19692425052160
id= 1136, freq= 469431335518208
id= 1018, freq= 22054657064960
id= 1767, freq= 835882240180224
id= 4410, freq= 48116518617088
id= 1623, freq= 34621731373056
id= 2145, freq= 635904267911168
id= 14451, freq= 9698036154368
id= 1501, freq= 59661390708736
id= 1113, freq= 47068546596864
id= 1165, freq= 117050743717888
id= 1601, freq= 34342558498816
id= 1978, freq= 34471407517696
id= 1026, freq= 55800215109632
id= 3978, freq= 144263656505344
id= 1519, freq= 343605973614592
id= 7438, freq= 30807800414208
id= 1404, freq= 69995082022912
id= 1418, freq= 698305847754752
id= 16143, freq= 52351356370944
id= 10814, freq= 12146167513088
id= 5864, freq= 34802119999488
id= 3959, freq= 140840567570432
id= 14839, freq= 37258841292800
id= 7744, freq= 157474975907840
id= 9200, freq= 22338124906496
id= 10642, freq= 165167262334976
id= 1024, freq= 12571369275392
id= 17515, freq= 29510720290816
id= 11962, freq= 16694537879552
id= 12532, freq= 19842748907520
id= 11732, freq= 32641751449600
id= 3320, freq= 25181393256448
id= 5781, freq= 138727443660800
id= 1606, freq= 719754914430976
id= 1928, freq= 716911646081024
id= 3140, freq= 112738596552704
id= 9113, freq= 22144851378176
id= 6629, freq= 29699698851840
id= 4731, freq= 12494059864064
id= 2046, freq= 644666001195008
id= 1330, freq= 494157462241280
id= 1500, freq= 182222577467392
id= 1229, freq= 546921135472640
id= 7193, freq= 4874787880960
id= 6014, freq= 177584012787712
id= 1425, freq= 43765716746240
id= 3511, freq= 285026914664448
id= 6368, freq= 137275744714752
id= 4066, freq= 189098820108288
id= 1644, freq= 584892941336576
id= 6494, freq= 79444010074112
id= 1467, freq= 514038865854464
id= 18951, freq= 14048838025216
id= 7476, freq= 62332860366848
id= 2318, freq= 229935369158656
id= 4252, freq= 51539607552
id= 3654, freq= 17179869184
id= 3888, freq= 227633266688
id= 1707, freq= 399431958528
id= 1656, freq= 264634409943040
id= 2401, freq= 68719476736
id= 2659, freq= 73014444032
id= 3248, freq= 64424509440
id= 2272, freq= 2426656522240
id= 5993, freq= 81604378624
id= 1005, freq= 81604378624
id= 1047, freq= 544992695156736
id= 1648, freq= 1000796099444736
id= 3176, freq= 42949672960
id= 3416, freq= 2396591751168
id= 3604, freq= 2856153251840
id= 3203, freq= 42949672960
id= 3082, freq= 42949672960
id= 3295, freq= 55834574848
id= 3418, freq= 2735894167552
id= 3665, freq= 38654705664
id= 2874, freq= 3066606649344
id= 1942, freq= 64424509440
id= 5797, freq= 162298224181248
id= 1219, freq= 113451561123840
id= 1378, freq= 86023899971584
id= 1383, freq= 103079215104
id= 13176, freq= 163208757248
id= 7188, freq= 2272037699584
id= 6922, freq= 196864120979456
id= 1483, freq= 73014444032
id= 1026, freq= 84971632984064
id= 2510, freq= 231928233984
id= 6998, freq= 28222230102016
id= 18098, freq= 7838315315200
id= 4174, freq= 81604378624
id= 4205, freq= 77309411328
id= 1405, freq= 399389008855040
id= 1988, freq= 426468777656320
id= 1412, freq= 412626098061312
id= 1915, freq= 127676492808192
id= 1232, freq= 191065915129856
id= 2572, freq= 197568495616
id= 8413, freq= 347892350976
id= 1686, freq= 691665828315136
id= 6389, freq= 1009317314560
id= 1781, freq= 172382807392256
id= 2640, freq= 286976829816832
id= 1158, freq= 680082301517824
id= 6733, freq= 11785390260224
id= 2928, freq= 184683593728
id= 1515, freq= 77309411328
id= 1829, freq= 5561982648320
id= 1211, freq= 379937101971456
id= 22966, freq= 59562606460928
id= 2695, freq= 252213364523008
id= 5389, freq= 87686052315136
id= 6324, freq= 38654705664
id= 2448, freq= 534474320248832
id= 1111, freq= 883968694026240
id= 1705, freq= 451160544641024
id= 1276, freq= 588234425892864
id= 2110, freq= 361236814364672
id= 4820, freq= 233306918486016
id= 7462, freq= 41231686041600
id= 5918, freq= 4737348927488
id= 7493, freq= 69033009348608
id= 1567, freq= 224961797029888
id= 2402, freq= 258136124424192
id= 1249, freq= 323024490332160
id= 1693, freq= 411213053820928
id= 1229, freq= 641363171344384
id= 1770, freq= 445263554543616
id= 2629, freq= 590570888101888
id= 1272, freq= 488767278284800
id= 3510, freq= 177455163768832
id= 1218, freq= 559325001023488
id= 1441, freq= 29592324669440
id= 2522, freq= 190619238531072
id= 1027, freq= 9723805958144
id= 1793, freq= 441509753126912
id= 1327, freq= 208769770323968
id= 6719, freq= 43340514983936
id= 1002, freq= 61392262529024
id= 3073, freq= 237546051207168
id= 1465, freq= 10793252814848
id= 1727, freq= 389742512308224
id= 1480, freq= 15375982919680
id= 1278, freq= 280182191554560
id= 18483, freq= 19159849107456
id= 1785, freq= 17008070492160
id= 1280, freq= 915910365806592
id= 2369, freq= 763451911700480
id= 5306, freq= 119477400240128
id= 2053, freq= 304899728343040
id= 2920, freq= 281827164028928
id= 3135, freq= 114512418045952
id= 1226, freq= 245865402859520
id= 5113, freq= 24640227377152
id= 1164, freq= 773450595565568
id= 2190, freq= 9229884719104
id= 6376, freq= 62362925137920
id= 1939, freq= 6670084210688
id= 1327, freq= 1137294455078912
id= 2043, freq= 228019813744640
id= 2201, freq= 489896854683648
id= 1698, freq= 369899763400704
id= 1248, freq= 141390323384320
id= 2283, freq= 88463441395712
id= 1827, freq= 394703199535104
id= 4484, freq= 169440754794496
id= 1872, freq= 12236361826304
id= 1102, freq= 893791284232192
id= 8326, freq= 15380277886976
id= 7269, freq= 23935852740608
id= 6307, freq= 21698174779392
id= 1488, freq= 36949603647488
id= 1634, freq= 29935922053120
id= 1542, freq= 27766963568640
id= 2093, freq= 376999344340992
id= 5892, freq= 193183334006784
id= 2854, freq= 43916040601600
id= 5091, freq= 15706695401472
id= 1278, freq= 561867621662720
id= 2468, freq= 64080912056320
id= 3888, freq= 208550726991872
id= 1071, freq= 726854495371264
id= 1111, freq= 729809432870912
id= 1137, freq= 344155729428480
id= 1091, freq= 724822975840256
id= 1401, freq= 45664092291072
id= 3295, freq= 5145370820608
id= 4281, freq= 249116693102592
id= 1574, freq= 5836860555264
id= 1566, freq= 406222301822976
id= 1512, freq= 46956877447168
id= 2887, freq= 7327214206976
id= 1881, freq= 9521942495232
id= 1499, freq= 64849711202304
id= 1000, freq= 61353607823360
id= 1555, freq= 758328015716352
id= 1907, freq= 563710162632704
id= 1650, freq= 52510270160896
id= 2239, freq= 22320945037312
id= 1014, freq= 1219199481413632
id= 1445, freq= 14959371091968
id= 1865, freq= 10084583211008
id= 2712, freq= 106837311488000
id= 2215, freq= 9835475107840
id= 1389, freq= 66705137074176
id= 2185, freq= 2503965933568
id= 1129, freq= 642793395453952
id= 1441, freq= 66752381714432
id= 1015, freq= 31396210933760
id= 1753, freq= 64235530878976
id= 1503, freq= 153510721093632
id= 1976, freq= 2924872728576
id= 1268, freq= 12189117186048
id= 2587, freq= 262319422570496
id= 26902, freq= 23158463660032
id= 1481, freq= 62856846376960
id= 1365, freq= 727417136087040
id= 1125, freq= 25576530247680
id= 1001, freq= 174208168493056
id= 1733, freq= 832661014708224
id= 6212, freq= 17162689314816
id= 3364, freq= 262405321916416
id= 1464, freq= 936242740985856
id= 2577, freq= 223827925663744
id= 6260, freq= 14611478740992
id= 1819, freq= 71902047502336
id= 7873, freq= 129690832470016
id= 2073, freq= 385533444358144
id= 1401, freq= 637240002740224
id= 1470, freq= 13039520710656
id= 1664, freq= 12970801233920
id= 2169, freq= 447411038191616
id= 1054, freq= 20435454394368
id= 1045, freq= 711792045064192
id= 1643, freq= 343678988058624
id= 2133, freq= 379065223610368
id= 1568, freq= 710310281347072
id= 3658, freq= 102439264976896
id= 1104, freq= 1006289362616320
id= 1198, freq= 49920404881408
id= 1589, freq= 269217140047872
id= 1165, freq= 91899415232512
id= 1511, freq= 297551039299584
id= 4619, freq= 249486060290048
id= 1185, freq= 27225797689344
id= 1446, freq= 109719234543616
id= 3341, freq= 386005890760704
id= 1109, freq= 20942260535296
id= 19281, freq= 23794118819840
id= 1250, freq= 5398773891072
id= 1154, freq= 304788059193344
id= 10781, freq= 55795920142336
id= 1052, freq= 33015413604352
id= 2996, freq= 25262997635072
id= 1110, freq= 23347442221056
id= 4827, freq= 15225659064320
id= 4516, freq= 42219528519680
id= 1129, freq= 746684359376896
id= 9567, freq= 79066052952064
id= 2283, freq= 322040942821376
id= 2172, freq= 12438225289216
id= 1784, freq= 423724293554176
id= 1323, freq= 11884174508032
id= 1377, freq= 213283780952064
id= 1258, freq= 227706281132032
id= 1384, freq= 430493162012672
id= 2443, freq= 137438953472
id= 1958, freq= 81604378624
id= 1778, freq= 55834574848
id= 3019, freq= 214748364800
id= 1891, freq= 104887396335616
id= 7754, freq= 168478682120192
id= 1240, freq= 726326214393856
id= 16104, freq= 18073222381568
id= 1846, freq= 716065537523712
id= 6124, freq= 170286863351808
id= 2912, freq= 49246095015936
id= 5878, freq= 10977936408576
id= 1597, freq= 80393197846528
id= 2139, freq= 75707388526592
id= 1218, freq= 397138445991936
id= 1076, freq= 382977938817024
id= 1533, freq= 153901563117568
id= 14986, freq= 7017976561664
id= 1363, freq= 726901740011520
id= 1982, freq= 422337019117568
id= 1017, freq= 152557238353920
id= 3578, freq= 130846178672640
id= 4464, freq= 60129542144
id= 1020, freq= 3689376907264
id= 16049, freq= 206158430208
id= 3956, freq= 313532612608
id= 1585, freq= 154618822656
id= 2679, freq= 343597383680
id= 2741, freq= 300647710720
id= 1079, freq= 708158502731776
id= 2293, freq= 103375567847424
id= 2288, freq= 154146376253440
id= 7008, freq= 133143986176
id= 1457, freq= 417668389666816
id= 1879, freq= 250521147408384
id= 1328, freq= 672845281624064
id= 23714, freq= 17252883628032
id= 12834, freq= 30124900614144
id= 3834, freq= 68779606278144
id= 1915, freq= 86071144611840
id= 30803, freq= 15878494093312
id= 4094, freq= 84817014161408
id= 10897, freq= 63144609185792
id= 1081, freq= 85933705658368
id= 1537, freq= 509675179081728
id= 1270, freq= 694994427969536
id= 1161, freq= 638691701686272
id= 1197, freq= 572909982580736
id= 1531, freq= 478536666185728
id= 2254, freq= 395536423190528
id= 1120, freq= 3285649981440
id= 3828, freq= 82467667050496
id= 3642, freq= 83356725280768
id= 1915, freq= 112777251258368
id= 3830, freq= 64403034603520
id= 5746, freq= 66722316943360
id= 1916, freq= 86006720102400
id= 3834, freq= 80698140524544
id= 1915, freq= 86101209382912
id= 1915, freq= 86079734546432
id= 1915, freq= 85985245265920
id= 11515, freq= 33767032881152
id= 9835, freq= 50517405335552
