\estQuantile: 0.9, Error percentile: 0, traceSize: 10000
estQuantile: 0.9, Error percentile: 0, traceSize: 30000
estQuantile: 0.9, Error percentile: 0, traceSize: 30000
estQuantile: 0.975888, Error percentile: 0.0758883, traceSize: 30000
estQuantile: 0, Error percentile: 0.9, traceSize: 30000
estQuantile: 0.9, Error percentile: 0, traceSize: 30000
estQuantile: 0.980122, Error percentile: 0.0801223, traceSize: 30000
estQuantile: 0.9, Error percentile: 0, traceSize: 30000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.973631, Error percentile: 0.0736308, traceSize: 40000
estQuantile: 0, Error percentile: 0.9, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.995871, Error percentile: 0.0958706, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.998233, Error percentile: 0.0982332, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.976427, Error percentile: 0.0764268, traceSize: 40000
estQuantile: 0.980122, Error percentile: 0.0801223, traceSize: 40000
estQuantile: 1.00101, Error percentile: 0.101005, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 40000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.974291, Error percentile: 0.0742914, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.995016, Error percentile: 0.0950156, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.992565, Error percentile: 0.0925651, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.998686, Error percentile: 0.0986859, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.976427, Error percentile: 0.0764268, traceSize: 50000
estQuantile: 0.981022, Error percentile: 0.0810219, traceSize: 50000
estQuantile: 1.00064, Error percentile: 0.100637, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 50000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.861968, Error percentile: 0.0380323, traceSize: 60000
estQuantile: 0.963512, Error percentile: 0.063512, traceSize: 60000
estQuantile: 0.933436, Error percentile: 0.0334357, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.973446, Error percentile: 0.0734456, traceSize: 60000
estQuantile: 0.849275, Error percentile: 0.0507246, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.884319, Error percentile: 0.0156812, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.981691, Error percentile: 0.0816909, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.915475, Error percentile: 0.0154746, traceSize: 60000
estQuantile: 0.988421, Error percentile: 0.0884211, traceSize: 60000
estQuantile: 0.838623, Error percentile: 0.0613774, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.970246, Error percentile: 0.0702464, traceSize: 60000
estQuantile: 0.995008, Error percentile: 0.0950083, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.998693, Error percentile: 0.0986928, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 1.0008, Error percentile: 0.100796, traceSize: 60000
estQuantile: 0.974042, Error percentile: 0.074042, traceSize: 60000
estQuantile: 0.965686, Error percentile: 0.0656863, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 60000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.868163, Error percentile: 0.0318373, traceSize: 70000
estQuantile: 0.928077, Error percentile: 0.0280775, traceSize: 70000
estQuantile: 0.977369, Error percentile: 0.0773692, traceSize: 70000
estQuantile: 0.915282, Error percentile: 0.0152824, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.792432, Error percentile: 0.107568, traceSize: 70000
estQuantile: 0.738342, Error percentile: 0.161658, traceSize: 70000
estQuantile: 0.973446, Error percentile: 0.0734456, traceSize: 70000
estQuantile: 0.843305, Error percentile: 0.0566952, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.867478, Error percentile: 0.032522, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.969952, Error percentile: 0.0699519, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.927117, Error percentile: 0.0271168, traceSize: 70000
estQuantile: 0.988832, Error percentile: 0.0888325, traceSize: 70000
estQuantile: 0.921348, Error percentile: 0.0213483, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.968563, Error percentile: 0.0685629, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.885086, Error percentile: 0.0149144, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 1.00079, Error percentile: 0.100792, traceSize: 70000
estQuantile: 0.96925, Error percentile: 0.0692497, traceSize: 70000
estQuantile: 0.965686, Error percentile: 0.0656863, traceSize: 70000
estQuantile: 0.776289, Error percentile: 0.123711, traceSize: 70000
estQuantile: 0.919365, Error percentile: 0.0193655, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 70000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.91062, Error percentile: 0.0106204, traceSize: 80000
estQuantile: 0.959832, Error percentile: 0.0598321, traceSize: 80000
estQuantile: 0.91445, Error percentile: 0.0144498, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.80124, Error percentile: 0.0987602, traceSize: 80000
estQuantile: 0.730337, Error percentile: 0.169663, traceSize: 80000
estQuantile: 0.973497, Error percentile: 0.0734971, traceSize: 80000
estQuantile: 0.925561, Error percentile: 0.025561, traceSize: 80000
estQuantile: 0.939655, Error percentile: 0.0396552, traceSize: 80000
estQuantile: 0.874942, Error percentile: 0.0250579, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.972164, Error percentile: 0.072164, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.927117, Error percentile: 0.0271168, traceSize: 80000
estQuantile: 0.988832, Error percentile: 0.0888325, traceSize: 80000
estQuantile: 0.891993, Error percentile: 0.00800667, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.970927, Error percentile: 0.0709265, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.877404, Error percentile: 0.0225962, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 1.00079, Error percentile: 0.100787, traceSize: 80000
estQuantile: 0.9694, Error percentile: 0.0694002, traceSize: 80000
estQuantile: 0.965978, Error percentile: 0.0659781, traceSize: 80000
estQuantile: 0.76629, Error percentile: 0.13371, traceSize: 80000
estQuantile: 0.945692, Error percentile: 0.0456919, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 80000
estQuantile: 0.785965, Error percentile: 0.114035, traceSize: 80000
estQuantile: 0.981953, Error percentile: 0.0819533, traceSize: 80000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.91062, Error percentile: 0.0106204, traceSize: 90000
estQuantile: 0.960773, Error percentile: 0.0607728, traceSize: 90000
estQuantile: 0.892386, Error percentile: 0.0076145, traceSize: 90000
estQuantile: 0.84472, Error percentile: 0.0552795, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.92366, Error percentile: 0.0236601, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.891892, Error percentile: 0.00810811, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.970287, Error percentile: 0.0702871, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.92735, Error percentile: 0.0273504, traceSize: 90000
estQuantile: 0.988945, Error percentile: 0.0889447, traceSize: 90000
estQuantile: 0.904198, Error percentile: 0.00419806, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.971038, Error percentile: 0.0710376, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.77242, Error percentile: 0.12758, traceSize: 90000
estQuantile: 0.929266, Error percentile: 0.0292655, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 90000
estQuantile: 0.985205, Error percentile: 0.0852045, traceSize: 90000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9647, Error percentile: 0.0646997, traceSize: 100000
estQuantile: 0.890589, Error percentile: 0.00941146, traceSize: 100000
estQuantile: 0.900138, Error percentile: 0.000138058, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.882615, Error percentile: 0.0173848, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.972383, Error percentile: 0.0723834, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.982524, Error percentile: 0.0825243, traceSize: 100000
estQuantile: 0.953055, Error percentile: 0.0530551, traceSize: 100000
estQuantile: 0.87027, Error percentile: 0.0297297, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.940969, Error percentile: 0.0409692, traceSize: 100000
estQuantile: 0.869059, Error percentile: 0.0309408, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.967732, Error percentile: 0.0677318, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.998667, Error percentile: 0.0986667, traceSize: 100000
estQuantile: 0.786109, Error percentile: 0.113891, traceSize: 100000
estQuantile: 0.950823, Error percentile: 0.0508234, traceSize: 100000
estQuantile: 0.87564, Error percentile: 0.0243599, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 100000
estQuantile: 0.986133, Error percentile: 0.0861325, traceSize: 100000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.964718, Error percentile: 0.0647183, traceSize: 110000
estQuantile: 0.885747, Error percentile: 0.0142529, traceSize: 110000
estQuantile: 0.885419, Error percentile: 0.0145813, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.884508, Error percentile: 0.0154924, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.973837, Error percentile: 0.0738372, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.953055, Error percentile: 0.0530551, traceSize: 110000
estQuantile: 0.876106, Error percentile: 0.0238938, traceSize: 110000
estQuantile: 0.947196, Error percentile: 0.0471963, traceSize: 110000
estQuantile: 0.945217, Error percentile: 0.0452167, traceSize: 110000
estQuantile: 0.857143, Error percentile: 0.0428571, traceSize: 110000
estQuantile: 0.859761, Error percentile: 0.040239, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.967732, Error percentile: 0.0677318, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.998713, Error percentile: 0.098713, traceSize: 110000
estQuantile: 0.82399, Error percentile: 0.0760096, traceSize: 110000
estQuantile: 0.950823, Error percentile: 0.0508234, traceSize: 110000
estQuantile: 0.889996, Error percentile: 0.0100043, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 110000
estQuantile: 0.986364, Error percentile: 0.0863636, traceSize: 110000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.964829, Error percentile: 0.0648294, traceSize: 120000
estQuantile: 0.92206, Error percentile: 0.0220598, traceSize: 120000
estQuantile: 0.891702, Error percentile: 0.00829787, traceSize: 120000
estQuantile: 0.887957, Error percentile: 0.0120433, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.897657, Error percentile: 0.00234321, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.975099, Error percentile: 0.075099, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.954182, Error percentile: 0.0541818, traceSize: 120000
estQuantile: 0.8775, Error percentile: 0.0225, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.928542, Error percentile: 0.0285421, traceSize: 120000
estQuantile: 0.950425, Error percentile: 0.0504249, traceSize: 120000
estQuantile: 0.886336, Error percentile: 0.0136638, traceSize: 120000
estQuantile: 0.858274, Error percentile: 0.041726, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.998762, Error percentile: 0.0987624, traceSize: 120000
estQuantile: 0.861063, Error percentile: 0.0389373, traceSize: 120000
estQuantile: 0.976499, Error percentile: 0.0764992, traceSize: 120000
estQuantile: 0.950857, Error percentile: 0.0508566, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 120000
estQuantile: 0.986364, Error percentile: 0.0863636, traceSize: 120000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.964829, Error percentile: 0.0648294, traceSize: 130000
estQuantile: 0.947102, Error percentile: 0.0471021, traceSize: 130000
estQuantile: 0.886186, Error percentile: 0.0138143, traceSize: 130000
estQuantile: 0.888103, Error percentile: 0.0118972, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.977778, Error percentile: 0.0777778, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.954215, Error percentile: 0.0542151, traceSize: 130000
estQuantile: 0.880779, Error percentile: 0.0192214, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.928542, Error percentile: 0.0285421, traceSize: 130000
estQuantile: 0.952607, Error percentile: 0.0526066, traceSize: 130000
estQuantile: 0.886542, Error percentile: 0.0134581, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.998765, Error percentile: 0.0987654, traceSize: 130000
estQuantile: 0.861063, Error percentile: 0.0389373, traceSize: 130000
estQuantile: 0.97813, Error percentile: 0.0781297, traceSize: 130000
estQuantile: 0.950934, Error percentile: 0.0509341, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 130000
estQuantile: 0.988813, Error percentile: 0.0888129, traceSize: 130000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.926778, Error percentile: 0.0267782, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.886426, Error percentile: 0.013574, traceSize: 140000
estQuantile: 0.895714, Error percentile: 0.00428596, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.958696, Error percentile: 0.0586964, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.883159, Error percentile: 0.0168405, traceSize: 140000
estQuantile: 0.987792, Error percentile: 0.0877925, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.92863, Error percentile: 0.02863, traceSize: 140000
estQuantile: 0.952862, Error percentile: 0.052862, traceSize: 140000
estQuantile: 0.859639, Error percentile: 0.0403614, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.998768, Error percentile: 0.0987677, traceSize: 140000
estQuantile: 0.861063, Error percentile: 0.0389373, traceSize: 140000
estQuantile: 0.950978, Error percentile: 0.0509782, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 140000
estQuantile: 0.970281, Error percentile: 0.0702807, traceSize: 140000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.926778, Error percentile: 0.0267782, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.886498, Error percentile: 0.0135021, traceSize: 150000
estQuantile: 0.882596, Error percentile: 0.0174044, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.960279, Error percentile: 0.0602793, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.867698, Error percentile: 0.0323024, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.928747, Error percentile: 0.0287469, traceSize: 150000
estQuantile: 0.954308, Error percentile: 0.0543081, traceSize: 150000
estQuantile: 0.880775, Error percentile: 0.019225, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.998768, Error percentile: 0.0987685, traceSize: 150000
estQuantile: 0.861244, Error percentile: 0.038756, traceSize: 150000
estQuantile: 0.950978, Error percentile: 0.0509782, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.9, Error percentile: 0, traceSize: 150000
estQuantile: 0.972122, Error percentile: 0.0721218, traceSize: 150000
estQuantile: 0.966131, Error percentile: 0.0661309, traceSize: 160000
estQuantile: 0.926893, Error percentile: 0.026893, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.886498, Error percentile: 0.0135021, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.892629, Error percentile: 0.00737111, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.960888, Error percentile: 0.0608879, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
